  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  2.576321157002e+003  1.107682250162e+002  3.570847950042e+000  1.000000000000e+000  
  2.582260190634e+003  1.107238991351e+002  3.563679956622e+000  1.000000000000e+000  
  2.588212915153e+003  1.106796478897e+002  3.556522172577e+000  1.000000000000e+000  
  2.594179362118e+003  1.106354712515e+002  3.549374608542e+000  1.000000000000e+000  
  2.600159563165e+003  1.105913691914e+002  3.542237274975e+000  1.000000000000e+000  
  2.606153549998e+003  1.105473416794e+002  3.535110182163e+000  1.000000000000e+000  
  2.612161354399e+003  1.105033886851e+002  3.527993340221e+000  1.000000000000e+000  
  2.618183008219e+003  1.104595101772e+002  3.520886759090e+000  1.000000000000e+000  
  2.624218543384e+003  1.104157061240e+002  3.513790448545e+000  1.000000000000e+000  
  2.630267991895e+003  1.103719764930e+002  3.506704418187e+000  1.000000000000e+000  
  2.636331385825e+003  1.103283212512e+002  3.499628677450e+000  1.000000000000e+000  
  2.642408757321e+003  1.102847403646e+002  3.492563235598e+000  1.000000000000e+000  
  2.648500138606e+003  1.102412337991e+002  3.485508101729e+000  1.000000000000e+000  
  2.654605561975e+003  1.101978015195e+002  3.478463284771e+000  1.000000000000e+000  
  2.660725059798e+003  1.101544434903e+002  3.471428793489e+000  1.000000000000e+000  
  2.666858664521e+003  1.101111596752e+002  3.464404636480e+000  1.000000000000e+000  
  2.673006408663e+003  1.100679500373e+002  3.457390822176e+000  1.000000000000e+000  
  2.679168324819e+003  1.100248145391e+002  3.450387358845e+000  1.000000000000e+000  
  2.685344445658e+003  1.099817531425e+002  3.443394254592e+000  1.000000000000e+000  
  2.691534803926e+003  1.099387658089e+002  3.436411517358e+000  1.000000000000e+000  
  2.697739432444e+003  1.098958524989e+002  3.429439154924e+000  1.000000000000e+000  
  2.703958364108e+003  1.098530131725e+002  3.422477174905e+000  1.000000000000e+000  
  2.710191631890e+003  1.098102477893e+002  3.415525584761e+000  1.000000000000e+000  
  2.716439268839e+003  1.097675563082e+002  3.408584391787e+000  1.000000000000e+000  
  2.722701308077e+003  1.097249386875e+002  3.401653603120e+000  1.000000000000e+000  
  2.728977782808e+003  1.096823948850e+002  3.394733225741e+000  1.000000000000e+000  
  2.735268726306e+003  1.096399248576e+002  3.387823266470e+000  1.000000000000e+000  
  2.741574171927e+003  1.095975285622e+002  3.380923731970e+000  1.000000000000e+000  
  2.747894153102e+003  1.095552059545e+002  3.374034628749e+000  1.000000000000e+000  
  2.754228703338e+003  1.095129569901e+002  3.367155963158e+000  1.000000000000e+000  
  2.760577856220e+003  1.094707816237e+002  3.360287741394e+000  1.000000000000e+000  
  2.766941645411e+003  1.094286798098e+002  3.353429969498e+000  1.000000000000e+000  
  2.773320104651e+003  1.093866515020e+002  3.346582653359e+000  1.000000000000e+000  
  2.779713267759e+003  1.093446966535e+002  3.339745798712e+000  1.000000000000e+000  
  2.786121168629e+003  1.093028152169e+002  3.332919411140e+000  1.000000000000e+000  
  2.792543841237e+003  1.092610071444e+002  3.326103496076e+000  1.000000000000e+000  
  2.798981319634e+003  1.092192723874e+002  3.319298058799e+000  1.000000000000e+000  
  2.805433637951e+003  1.091776108970e+002  3.312503104440e+000  1.000000000000e+000  
  2.811900830398e+003  1.091360226236e+002  3.305718637982e+000  1.000000000000e+000  
  2.818382931264e+003  1.090945075172e+002  3.298944664257e+000  1.000000000000e+000  
  2.824879974915e+003  1.090530655270e+002  3.292181187950e+000  1.000000000000e+000  
  2.831391995799e+003  1.090116966021e+002  3.285428213598e+000  1.000000000000e+000  
  2.837919028441e+003  1.089704006908e+002  3.278685745594e+000  1.000000000000e+000  
  2.844461107447e+003  1.089291777408e+002  3.271953788183e+000  1.000000000000e+000  
  2.851018267503e+003  1.088880276995e+002  3.265232345465e+000  1.000000000000e+000  
  2.857590543374e+003  1.088469505138e+002  3.258521421397e+000  1.000000000000e+000  
  2.864177969906e+003  1.088059461298e+002  3.251821019791e+000  1.000000000000e+000  
  2.870780582024e+003  1.087650144935e+002  3.245131144318e+000  1.000000000000e+000  
  2.877398414735e+003  1.087241555500e+002  3.238451798505e+000  1.000000000000e+000  
  2.884031503126e+003  1.086833692442e+002  3.231782985739e+000  1.000000000000e+000  
  2.890679882365e+003  1.086426555204e+002  3.225124709266e+000  1.000000000000e+000  
  2.897343587701e+003  1.086020143224e+002  3.218476972190e+000  1.000000000000e+000  
  2.904022654464e+003  1.085614455935e+002  3.211839777480e+000  1.000000000000e+000  
  2.910717118066e+003  1.085209492766e+002  3.205213127962e+000  1.000000000000e+000  
  2.917427014001e+003  1.084805253139e+002  3.198597026326e+000  1.000000000000e+000  
  2.924152377843e+003  1.084401736475e+002  3.191991475127e+000  1.000000000000e+000  
  2.930893245250e+003  1.083998942187e+002  3.185396476781e+000  1.000000000000e+000  
  2.937649651961e+003  1.083596869685e+002  3.178812033568e+000  1.000000000000e+000  
  2.944421633798e+003  1.083195518372e+002  3.172238147635e+000  1.000000000000e+000  
  2.951209226666e+003  1.082794887651e+002  3.165674820993e+000  1.000000000000e+000  
  2.958012466551e+003  1.082394976915e+002  3.159122055522e+000  1.000000000000e+000  
  2.964831389524e+003  1.081995785556e+002  3.152579852967e+000  1.000000000000e+000  
  2.971666031737e+003  1.081597312961e+002  3.146048214942e+000  1.000000000000e+000  
  2.978516429429e+003  1.081199558512e+002  3.139527142928e+000  1.000000000000e+000  
  2.985382618917e+003  1.080802521586e+002  3.133016638277e+000  1.000000000000e+000  
  2.992264636608e+003  1.080406201556e+002  3.126516702211e+000  1.000000000000e+000  
  2.999162518987e+003  1.080010597791e+002  3.120027335823e+000  1.000000000000e+000  
  3.006076302628e+003  1.079615709656e+002  3.113548540076e+000  1.000000000000e+000  
  3.013006024186e+003  1.079221536510e+002  3.107080315807e+000  1.000000000000e+000  
  3.019951720401e+003  1.078828077709e+002  3.100622663724e+000  1.000000000000e+000  
  3.026913428101e+003  1.078435332606e+002  3.094175584411e+000  1.000000000000e+000  
  3.033891184194e+003  1.078043300547e+002  3.087739078324e+000  1.000000000000e+000  
  3.040885025676e+003  1.077651980875e+002  3.081313145797e+000  1.000000000000e+000  
  3.047894989627e+003  1.077261372930e+002  3.074897787035e+000  1.000000000000e+000  
  3.054921113215e+003  1.076871476046e+002  3.068493002125e+000  1.000000000000e+000  
  3.061963433690e+003  1.076482289555e+002  3.062098791027e+000  1.000000000000e+000  
  3.069021988391e+003  1.076093812783e+002  3.055715153581e+000  1.000000000000e+000  
  3.076096814740e+003  1.075706045052e+002  3.049342089506e+000  1.000000000000e+000  
  3.083187950249e+003  1.075318985682e+002  3.042979598397e+000  1.000000000000e+000  
  3.090295432513e+003  1.074932633988e+002  3.036627679733e+000  1.000000000000e+000  
  3.097419299216e+003  1.074546989279e+002  3.030286332872e+000  1.000000000000e+000  
  3.104559588128e+003  1.074162050864e+002  3.023955557052e+000  1.000000000000e+000  
  3.111716337105e+003  1.073777818046e+002  3.017635351396e+000  1.000000000000e+000  
  3.118889584093e+003  1.073394290123e+002  3.011325714907e+000  1.000000000000e+000  
  3.126079367123e+003  1.073011466392e+002  3.005026646474e+000  1.000000000000e+000  
  3.133285724315e+003  1.072629346144e+002  2.998738144867e+000  1.000000000000e+000  
  3.140508693876e+003  1.072247928667e+002  2.992460208745e+000  1.000000000000e+000  
  3.147748314101e+003  1.071867213245e+002  2.986192836648e+000  1.000000000000e+000  
  3.155004623374e+003  1.071487199160e+002  2.979936027007e+000  1.000000000000e+000  
  3.162277660168e+003  1.071107885688e+002  2.973689778135e+000  1.000000000000e+000  
  3.169567463043e+003  1.070729272103e+002  2.967454088236e+000  1.000000000000e+000  
  3.176874070649e+003  1.070351357674e+002  2.961228955403e+000  1.000000000000e+000  
  3.184197521726e+003  1.069974141669e+002  2.955014377614e+000  1.000000000000e+000  
  3.191537855100e+003  1.069597623349e+002  2.948810352740e+000  1.000000000000e+000  
  3.198895109691e+003  1.069221801974e+002  2.942616878542e+000  1.000000000000e+000  
  3.206269324505e+003  1.068846676801e+002  2.936433952671e+000  1.000000000000e+000  
  3.213660538640e+003  1.068472247081e+002  2.930261572671e+000  1.000000000000e+000  
  3.221068791283e+003  1.068098512063e+002  2.924099735976e+000  1.000000000000e+000  
  3.228494121712e+003  1.067725470994e+002  2.917948439916e+000  1.000000000000e+000  
  3.235936569296e+003  1.067353123116e+002  2.911807681714e+000  1.000000000000e+000  
  3.243396173493e+003  1.066981467668e+002  2.905677458485e+000  1.000000000000e+000  
  3.250872973854e+003  1.066610503885e+002  2.899557767243e+000  1.000000000000e+000  
  3.258367010019e+003  1.066240231001e+002  2.893448604894e+000  1.000000000000e+000  
  3.265878321723e+003  1.065870648245e+002  2.887349968244e+000  1.000000000000e+000  
  3.273406948788e+003  1.065501754842e+002  2.881261853994e+000  1.000000000000e+000  
  3.280952931131e+003  1.065133550016e+002  2.875184258742e+000  1.000000000000e+000  
  3.288516308759e+003  1.064766032988e+002  2.869117178986e+000  1.000000000000e+000  
  3.296097121774e+003  1.064399202973e+002  2.863060611124e+000  1.000000000000e+000  
  3.303695410368e+003  1.064033059186e+002  2.857014551451e+000  1.000000000000e+000  
  3.311311214825e+003  1.063667600837e+002  2.850978996165e+000  1.000000000000e+000  
  3.318944575525e+003  1.063302827134e+002  2.844953941363e+000  1.000000000000e+000  
  3.326595532939e+003  1.062938737282e+002  2.838939383045e+000  1.000000000000e+000  
  3.334264127632e+003  1.062575330482e+002  2.832935317113e+000  1.000000000000e+000  
  3.341950400261e+003  1.062212605935e+002  2.826941739373e+000  1.000000000000e+000  
  3.349654391578e+003  1.061850562835e+002  2.820958645533e+000  1.000000000000e+000  
  3.357376142429e+003  1.061489200375e+002  2.814986031207e+000  1.000000000000e+000  
  3.365115693754e+003  1.061128517747e+002  2.809023891913e+000  1.000000000000e+000  
  3.372873086588e+003  1.060768514137e+002  2.803072223075e+000  1.000000000000e+000  
  3.380648362059e+003  1.060409188731e+002  2.797131020022e+000  1.000000000000e+000  
  3.388441561391e+003  1.060050540710e+002  2.791200277993e+000  1.000000000000e+000  
  3.396252725903e+003  1.059692569253e+002  2.785279992131e+000  1.000000000000e+000  
  3.404081897009e+003  1.059335273538e+002  2.779370157490e+000  1.000000000000e+000  
  3.411929116219e+003  1.058978652737e+002  2.773470769032e+000  1.000000000000e+000  
  3.419794425136e+003  1.058622706023e+002  2.767581821627e+000  1.000000000000e+000  
  3.427677865464e+003  1.058267432564e+002  2.761703310057e+000  1.000000000000e+000  
  3.435579478998e+003  1.057912831525e+002  2.755835229014e+000  1.000000000000e+000  
  3.443499307633e+003  1.057558902071e+002  2.749977573102e+000  1.000000000000e+000  
  3.451437393358e+003  1.057205643362e+002  2.744130336836e+000  1.000000000000e+000  
  3.459393778261e+003  1.056853054557e+002  2.738293514645e+000  1.000000000000e+000  
  3.467368504525e+003  1.056501134812e+002  2.732467100868e+000  1.000000000000e+000  
  3.475361614431e+003  1.056149883280e+002  2.726651089763e+000  1.000000000000e+000  
  3.483373150359e+003  1.055799299112e+002  2.720845475498e+000  1.000000000000e+000  
  3.491403154785e+003  1.055449381457e+002  2.715050252159e+000  1.000000000000e+000  
  3.499451670283e+003  1.055100129461e+002  2.709265413745e+000  1.000000000000e+000  
  3.507518739525e+003  1.054751542269e+002  2.703490954175e+000  1.000000000000e+000  
  3.515604405282e+003  1.054403619021e+002  2.697726867281e+000  1.000000000000e+000  
  3.523708710424e+003  1.054056358858e+002  2.691973146816e+000  1.000000000000e+000  
  3.531831697919e+003  1.053709760915e+002  2.686229786448e+000  1.000000000000e+000  
  3.539973410834e+003  1.053363824329e+002  2.680496779766e+000  1.000000000000e+000  
  3.548133892335e+003  1.053018548231e+002  2.674774120278e+000  1.000000000000e+000  
  3.556313185689e+003  1.052673931752e+002  2.669061801412e+000  1.000000000000e+000  
  3.564511334262e+003  1.052329974020e+002  2.663359816516e+000  1.000000000000e+000  
  3.572728381519e+003  1.051986674161e+002  2.657668158860e+000  1.000000000000e+000  
  3.580964371026e+003  1.051644031299e+002  2.651986821634e+000  1.000000000000e+000  
  3.589219346449e+003  1.051302044556e+002  2.646315797952e+000  1.000000000000e+000  
  3.597493351557e+003  1.050960713051e+002  2.640655080852e+000  1.000000000000e+000  
  3.605786430216e+003  1.050620035903e+002  2.635004663292e+000  1.000000000000e+000  
  3.614098626395e+003  1.050280012227e+002  2.629364538158e+000  1.000000000000e+000  
  3.622429984166e+003  1.049940641136e+002  2.623734698258e+000  1.000000000000e+000  
  3.630780547700e+003  1.049601921742e+002  2.618115136327e+000  1.000000000000e+000  
  3.639150361271e+003  1.049263853156e+002  2.612505845024e+000  1.000000000000e+000  
  3.647539469255e+003  1.048926434484e+002  2.606906816937e+000  1.000000000000e+000  
  3.655947916131e+003  1.048589664833e+002  2.601318044579e+000  1.000000000000e+000  
  3.664375746478e+003  1.048253543306e+002  2.595739520391e+000  1.000000000000e+000  
  3.672823004980e+003  1.047918069007e+002  2.590171236743e+000  1.000000000000e+000  
  3.681289736425e+003  1.047583241034e+002  2.584613185932e+000  1.000000000000e+000  
  3.689775985701e+003  1.047249058488e+002  2.579065360188e+000  1.000000000000e+000  
  3.698281797802e+003  1.046915520463e+002  2.573527751666e+000  1.000000000000e+000  
  3.706807217825e+003  1.046582626056e+002  2.568000352454e+000  1.000000000000e+000  
  3.715352290971e+003  1.046250374359e+002  2.562483154573e+000  1.000000000000e+000  
  3.723917062545e+003  1.045918764464e+002  2.556976149971e+000  1.000000000000e+000  
  3.732501577956e+003  1.045587795461e+002  2.551479330532e+000  1.000000000000e+000  
  3.741105882720e+003  1.045257466437e+002  2.545992688070e+000  1.000000000000e+000  
  3.749730022454e+003  1.044927776480e+002  2.540516214335e+000  1.000000000000e+000  
  3.758374042884e+003  1.044598724673e+002  2.535049901008e+000  1.000000000000e+000  
  3.767037989838e+003  1.044270310101e+002  2.529593739706e+000  1.000000000000e+000  
  3.775721909253e+003  1.043942531845e+002  2.524147721981e+000  1.000000000000e+000  
  3.784425847170e+003  1.043615388984e+002  2.518711839319e+000  1.000000000000e+000  
  3.793149849736e+003  1.043288880598e+002  2.513286083143e+000  1.000000000000e+000  
  3.801893963205e+003  1.042963005763e+002  2.507870444813e+000  1.000000000000e+000  
  3.810658233937e+003  1.042637763554e+002  2.502464915625e+000  1.000000000000e+000  
  3.819442708400e+003  1.042313153046e+002  2.497069486812e+000  1.000000000000e+000  
  3.828247433167e+003  1.041989173311e+002  2.491684149547e+000  1.000000000000e+000  
  3.837072454922e+003  1.041665823421e+002  2.486308894941e+000  1.000000000000e+000  
  3.845917820453e+003  1.041343102444e+002  2.480943714044e+000  1.000000000000e+000  
  3.854783576657e+003  1.041021009450e+002  2.475588597844e+000  1.000000000000e+000  
  3.863669770540e+003  1.040699543504e+002  2.470243537272e+000  1.000000000000e+000  
  3.872576449215e+003  1.040378703674e+002  2.464908523199e+000  1.000000000000e+000  
  3.881503659906e+003  1.040058489021e+002  2.459583546435e+000  1.000000000000e+000  
  3.890451449942e+003  1.039738898611e+002  2.454268597735e+000  1.000000000000e+000  
  3.899419866765e+003  1.039419931504e+002  2.448963667794e+000  1.000000000000e+000  
  3.908408957923e+003  1.039101586760e+002  2.443668747252e+000  1.000000000000e+000  
  3.917418771077e+003  1.038783863439e+002  2.438383826689e+000  1.000000000000e+000  
  3.926449353995e+003  1.038466760598e+002  2.433108896631e+000  1.000000000000e+000  
  3.935500754557e+003  1.038150277294e+002  2.427843947550e+000  1.000000000000e+000  
  3.944573020752e+003  1.037834412582e+002  2.422588969858e+000  1.000000000000e+000  
