Freq.	Vn002/Vn003(dB, phi)
2.64240875732189e-003	8.96748726490132e+000	8.78752464544053e+001
2.64850013860664e-003	8.98745999052493e+000	8.78703528277687e+001
2.65460556197548e-003	9.00743259048723e+000	8.78654479509158e+001
2.66072505979875e-003	9.02740506410802e+000	8.78605317981046e+001
2.66685866452142e-003	9.04737741087349e+000	8.78556043434971e+001
2.67300640866325e-003	9.06734963021413e+000	8.78506655612789e+001
2.67916832481897e-003	9.08732172139586e+000	8.78457154256192e+001
2.68534444565845e-003	9.10729368399507e+000	8.78407539104792e+001
2.69153480392685e-003	9.12726551740355e+000	8.78357809898918e+001
2.69773943244486e-003	9.14723722093972e+000	8.78307966377649e+001
2.70395836410878e-003	9.16720879406538e+000	8.78258008279664e+001
2.71019163189078e-003	9.18718023614924e+000	8.78207935343482e+001
2.71643926883902e-003	9.20715154666596e+000	8.78157747306257e+001
2.72270130807785e-003	9.22712272483539e+000	8.78107443904693e+001
2.72897778280798e-003	9.24709377025079e+000	8.78057024875919e+001
2.73526872630665e-003	9.26706468217920e+000	8.78006489955252e+001
2.74157417192782e-003	9.28703546002712e+000	8.77955838877399e+001
2.74789415310233e-003	9.30700610326670e+000	8.77905071377993e+001
2.75422870333810e-003	9.32697661108190e+000	8.77854187189825e+001
2.76057785622028e-003	9.34694698307668e+000	8.77803186047160e+001
2.76694164541145e-003	9.36691721844212e+000	8.77752067682431e+001
2.77332010465178e-003	9.38688731662889e+000	8.77700831827796e+001
2.77971326775922e-003	9.40685727706288e+000	8.77649478215210e+001
2.78612116862970e-003	9.42682709900548e+000	8.77598006575020e+001
2.79254384123727e-003	9.44679678190390e+000	8.77546416637961e+001
2.79898131963430e-003	9.46676632500544e+000	8.77494708133712e+001
2.80543363795165e-003	9.48673572781169e+000	8.77442880791374e+001
2.81190083039887e-003	9.50670498958883e+000	8.77390934339883e+001
2.81838293126439e-003	9.52667410966508e+000	8.77338868506773e+001
2.82487997491564e-003	9.54664308746331e+000	8.77286683019721e+001
2.83139199579931e-003	9.56661192227613e+000	8.77234377605120e+001
2.83791902844149e-003	9.58658061347278e+000	8.77181951989384e+001
2.84446110744785e-003	9.60654916039557e+000	8.77129405897574e+001
2.85101826750384e-003	9.62651756234179e+000	8.77076739055119e+001
2.85759054337488e-003	9.64648581868449e+000	8.77023951185644e+001
2.86417796990651e-003	9.66645392875060e+000	8.76971042013563e+001
2.87078058202462e-003	9.68642189180531e+000	8.76918011261629e+001
2.87739841473560e-003	9.70638970723848e+000	8.76864858652006e+001
2.88403150312654e-003	9.72635737437639e+000	8.76811583906660e+001
2.89067988236540e-003	9.74632489251618e+000	8.76758186746714e+001
2.89734358770125e-003	9.76629226094239e+000	8.76704666892945e+001
2.90402265446438e-003	9.78625947902806e+000	8.76651024064867e+001
2.91071711806653e-003	9.80622654601451e+000	8.76597257982147e+001
2.91742701400109e-003	9.82619346129774e+000	8.76543368363259e+001
2.92415237784326e-003	9.84616022405848e+000	8.76489354926048e+001
2.93089324525025e-003	9.86612683368045e+000	8.76435217388641e+001
2.93764965196146e-003	9.88609328944953e+000	8.76380955467088e+001
2.94442163379869e-003	9.90605959065293e+000	8.76326568877703e+001
2.95120922666631e-003	9.92602573657912e+000	8.76272057336078e+001
2.95801246655147e-003	9.94599172646820e+000	8.76217420556888e+001
2.96483138952427e-003	9.96595755965969e+000	8.76162658254719e+001
2.97166603173795e-003	9.98592323541084e+000	8.76107770143150e+001
2.97851642942911e-003	1.00058887530446e+001	8.76052755935071e+001
2.98538261891788e-003	1.00258541117358e+001	8.75997615342302e+001
2.99226463660811e-003	1.00458193108547e+001	8.75942348077456e+001
2.99916251898757e-003	1.00657843495422e+001	8.75886953850542e+001
3.00607630262815e-003	1.00857492272140e+001	8.75831432372762e+001
3.01300602418604e-003	1.01057139430241e+001	8.75775783353362e+001
3.01995172040194e-003	1.01256784962862e+001	8.75720006501705e+001
3.02691342810123e-003	1.01456428862145e+001	8.75664101526086e+001
3.03389118419419e-003	1.01656071120366e+001	8.75608068134235e+001
3.04088502567620e-003	1.01855711730731e+001	8.75551906033621e+001
3.04789498962790e-003	1.02055350684807e+001	8.75495614930228e+001
3.05492111321543e-003	1.02254987975721e+001	8.75439194530305e+001
3.06196343369060e-003	1.02454623595119e+001	8.75382644538832e+001
3.06902198839108e-003	1.02654257536198e+001	8.75325964660431e+001
3.07609681474063e-003	1.02853889790031e+001	8.75269154599108e+001
3.08318795024927e-003	1.03053520350346e+001	8.75212214057827e+001
3.09029543251351e-003	1.03253149208116e+001	8.75155142738544e+001
3.09741929921650e-003	1.03452776356306e+001	8.75097940344371e+001
3.10455958812827e-003	1.03652401786251e+001	8.75040606575455e+001
3.11171633710594e-003	1.03852025490943e+001	8.74983141133335e+001
3.11888958409385e-003	1.04051647461429e+001	8.74925543716701e+001
3.12607936712387e-003	1.04251267691023e+001	8.74867814026094e+001
3.13328572431550e-003	1.04450886170629e+001	8.74809951758792e+001
3.14050869387613e-003	1.04650502892314e+001	8.74751956613349e+001
3.14774831410123e-003	1.04850117848847e+001	8.74693828286820e+001
3.15500462337454e-003	1.05049731031503e+001	8.74635566476075e+001
3.16227766016829e-003	1.05249342431949e+001	8.74577170876291e+001
3.16956746304341e-003	1.05448952042062e+001	8.74518641183015e+001
3.17687407064969e-003	1.05648559853935e+001	8.74459977090723e+001
3.18419752172604e-003	1.05848165859101e+001	8.74401178293216e+001
3.19153785510067e-003	1.06047770049606e+001	8.74342244483721e+001
3.19889510969131e-003	1.06247372416325e+001	8.74283175354454e+001
3.20626932450538e-003	1.06446972951550e+001	8.74223970597656e+001
3.21366053864023e-003	1.06646571646253e+001	8.74164629903615e+001
3.22106879128335e-003	1.06846168492502e+001	8.74105152963469e+001
3.22849412171255e-003	1.07045763481948e+001	8.74045539466642e+001
3.23593656929619e-003	1.07245356605069e+001	8.73985789101684e+001
3.24339617349340e-003	1.07444947855083e+001	8.73925901558039e+001
3.25087297385425e-003	1.07644537221474e+001	8.73865876522442e+001
3.25836701002000e-003	1.07844124696458e+001	8.73805713682202e+001
3.26587832172327e-003	1.08043710271668e+001	8.73745412723340e+001
3.27340694878829e-003	1.08243293937257e+001	8.73684973331504e+001
3.28095293113110e-003	1.08442875685637e+001	8.73624395191517e+001
3.28851630875974e-003	1.08642455507585e+001	8.73563677987462e+001
3.29609712177449e-003	1.08842033393594e+001	8.73502821403149e+001
3.30369541036805e-003	1.09041609336089e+001	8.73441825121140e+001
3.31131121482582e-003	1.09241183324980e+001	8.73380688823102e+001
3.31894457552601e-003	1.09440755351355e+001	8.73319412191221e+001
3.32659553293995e-003	1.09640325407043e+001	8.73257994905233e+001
3.33426412763225e-003	1.09839893482676e+001	8.73196436645799e+001
3.34195040026105e-003	1.10039459568300e+001	8.73134737091488e+001
3.34965439157818e-003	1.10239023656136e+001	8.73072895921536e+001
3.35737614242945e-003	1.10438585735475e+001	8.73010912812927e+001
3.36511569375481e-003	1.10638145799076e+001	8.72948787443674e+001
3.37287308658859e-003	1.10837703835616e+001	8.72886519488811e+001
3.38064836205972e-003	1.11037259837071e+001	8.72824108625524e+001
3.38844156139193e-003	1.11236813792942e+001	8.72761554527915e+001
3.39625272590399e-003	1.11436365695436e+001	8.72698856870123e+001
3.40408189700991e-003	1.11635915534126e+001	8.72636015326156e+001
3.41192911621919e-003	1.11835463299422e+001	8.72573029568268e+001
3.41979442513699e-003	1.12035008982119e+001	8.72509899268700e+001
3.42767786546440e-003	1.12234552572539e+001	8.72446624099123e+001
3.43557947899865e-003	1.12434094061250e+001	8.72383203729599e+001
3.44349930763328e-003	1.12633633438199e+001	8.72319637830033e+001
3.45143739335846e-003	1.12833170694131e+001	8.72255926070118e+001
3.45939377826112e-003	1.13032705818896e+001	8.72192068117539e+001
3.46736850452521e-003	1.13232238803266e+001	8.72128063640900e+001
3.47536161443196e-003	1.13431769636697e+001	8.72063912306076e+001
3.48337315036002e-003	1.13631298309979e+001	8.71999613780368e+001
3.49140315478576e-003	1.13830824812586e+001	8.71935167728166e+001
3.49945167028347e-003	1.14030349134756e+001	8.71870573814950e+001
3.50751873952558e-003	1.14229871266802e+001	8.71805831704539e+001
3.51560440528288e-003	1.14429391198267e+001	8.71740941060043e+001
3.52370871042477e-003	1.14628908919313e+001	8.71675901544105e+001
3.53183169791946e-003	1.14828424419196e+001	8.71610712818298e+001
3.53997341083424e-003	1.15027937688474e+001	8.71545374544035e+001
3.54813389233565e-003	1.15227448716931e+001	8.71479886381147e+001
3.55631318568975e-003	1.15426957493849e+001	8.71414247989749e+001
3.56451133426234e-003	1.15626464008434e+001	8.71348459027978e+001
3.57272838151918e-003	1.15825968251442e+001	8.71282519154114e+001
3.58096437102625e-003	1.16025470211616e+001	8.71216428025523e+001
3.58921934644994e-003	1.16224969878433e+001	8.71150185298684e+001
3.59749335155731e-003	1.16424467242219e+001	8.71083790629297e+001
3.60578643021632e-003	1.16623962291299e+001	8.71017243672545e+001
3.61409862639602e-003	1.16823455015935e+001	8.70950544082247e+001
3.62242998416688e-003	1.17022945404789e+001	8.70883691512283e+001
3.63078054770090e-003	1.17222433446829e+001	8.70816685615419e+001
3.63915036127196e-003	1.17421919132931e+001	8.70749526043486e+001
3.64753946925597e-003	1.17621402450630e+001	8.70682212447646e+001
3.65594791613114e-003	1.17820883390169e+001	8.70614744478386e+001
3.66437574647822e-003	1.18020361939001e+001	8.70547121784766e+001
3.67282300498073e-003	1.18219838087927e+001	8.70479344016736e+001
3.68128973642520e-003	1.18419311825364e+001	8.70411410821698e+001
3.68977598570139e-003	1.18618783139738e+001	8.70343321847465e+001
3.69828179780255e-003	1.18818252020550e+001	8.70275076740270e+001
3.70680721782565e-003	1.19017718456110e+001	8.70206675145958e+001
3.71535229097161e-003	1.19217182435789e+001	8.70138116709548e+001
3.72391706254557e-003	1.19416643947509e+001	8.70069401075395e+001
3.73250157795709e-003	1.19616102980899e+001	8.70000527886866e+001
3.74110588272042e-003	1.19815559523748e+001	8.69931496786565e+001
3.74973002245472e-003	1.20015013565536e+001	8.69862307416730e+001
3.75837404288433e-003	1.20214465093649e+001	8.69792959418310e+001
3.76703798983897e-003	1.20413914096898e+001	8.69723452431276e+001
3.77572190925404e-003	1.20613360564075e+001	8.69653786095513e+001
3.78442584717082e-003	1.20812804483697e+001	8.69583960049635e+001
3.79314984973670e-003	1.21012245843613e+001	8.69513973931824e+001
3.80189396320549e-003	1.21211684631660e+001	8.69443827379042e+001
3.81065823393761e-003	1.21411120837318e+001	8.69373520027854e+001
3.81944270840035e-003	1.21610554447731e+001	8.69303051513865e+001
3.82824743316811e-003	1.21809985451176e+001	8.69232421471489e+001
3.83707245492267e-003	1.22009413835894e+001	8.69161629534647e+001
3.84591782045341e-003	1.22208839589836e+001	8.69090675337240e+001
3.85478357665760e-003	1.22408262700549e+001	8.69019558510863e+001
3.86366977054057e-003	1.22607683156171e+001	8.68948278687368e+001
3.87257644921605e-003	1.22807100944548e+001	8.68876835497896e+001
3.88150365990636e-003	1.23006516053744e+001	8.68805228571930e+001
3.89045144994268e-003	1.23205928470767e+001	8.68733457538850e+001
3.89941986676531e-003	1.23405338183718e+001	8.68661522026869e+001
3.90840895792390e-003	1.23604745179894e+001	8.68589421663712e+001
3.91741877107770e-003	1.23804149447551e+001	8.68517156075966e+001
3.92644935399587e-003	1.24003550973138e+001	8.68444724889704e+001
3.93550075455765e-003	1.24202949744809e+001	8.68372127729653e+001
3.94457302075266e-003	1.24402345749657e+001	8.68299364220348e+001
3.95366620068115e-003	1.24601738975343e+001	8.68226433985615e+001
3.96278034255427e-003	1.24801129408609e+001	8.68153336647200e+001
3.97191549469428e-003	1.25000517037116e+001	8.68080071827912e+001
3.98107170553484e-003	1.25199901847240e+001	8.68006639148091e+001
3.99024902362129e-003	1.25399283827138e+001	8.67933038227885e+001
3.99944749761085e-003	1.25598662962928e+001	8.67859268687053e+001
4.00866717627290e-003	1.25798039241531e+001	8.67785330143849e+001
4.01790810848927e-003	1.25997412650892e+001	8.67711222216036e+001
4.02717034325446e-003	1.26196783176449e+001	8.67636944520144e+001
4.03645392967592e-003	1.26396150805878e+001	8.67562496672813e+001
4.04575891697430e-003	1.26595515526174e+001	8.67487878288903e+001
4.05508535448371e-003	1.26794877322804e+001	8.67413088982619e+001
4.06443329165200e-003	1.26994236183457e+001	8.67338128367383e+001
4.07380277804099e-003	1.27193592094164e+001	8.67262996056660e+001
4.08319386332679e-003	1.27392945041730e+001	8.67187691661481e+001
4.09260659729997e-003	1.27592295012153e+001	8.67112214792847e+001
4.10204102986593e-003	1.27791641991707e+001	8.67036565061305e+001
4.11149721104509e-003	1.27990985967413e+001	8.66960742076166e+001
4.12097519097317e-003	1.28190326924662e+001	8.66884745445575e+001
4.13047501990148e-003	1.28389664850062e+001	8.66808574777165e+001
4.13999674819717e-003	1.28588999730242e+001	8.66732229678033e+001
4.14954042634349e-003	1.28788331549739e+001	8.66655709753819e+001
4.15910610494008e-003	1.28987660295947e+001	8.66579014609297e+001
4.16869383470322e-003	1.29186985953920e+001	8.66502143849203e+001
4.17830366646608e-003	1.29386308510384e+001	8.66425097076864e+001
4.18793565117905e-003	1.29585627949976e+001	8.66347873894119e+001
4.19758983990994e-003	1.29784944258987e+001	8.66270473903348e+001
4.20726628384430e-003	1.29984257423028e+001	8.66192896704668e+001
4.21696503428568e-003	1.30183567428182e+001	8.66115141898614e+001
4.22668614265589e-003	1.30382874258698e+001	8.66037209083491e+001
4.23642966049527e-003	1.30582177901609e+001	8.65959097858274e+001
4.24619563946299e-003	1.30781478341419e+001	8.65880807819748e+001
4.25598413133729e-003	1.30980775563564e+001	8.65802338564235e+001
4.26579518801578e-003	1.31180069552795e+001	8.65723689687551e+001
4.27562886151572e-003	1.31379360295021e+001	8.65644860784411e+001
4.28548520397425e-003	1.31578647775692e+001	8.65565851448576e+001
4.29536426764873e-003	1.31777931978662e+001	8.65486661272996e+001
4.30526610491696e-003	1.31977212889616e+001	8.65407289849606e+001
4.31519076827751e-003	1.32176490493553e+001	8.65327736769458e+001
4.32513831034994e-003	1.32375764774787e+001	8.65248001623371e+001
4.33510878387514e-003	1.32575035718770e+001	8.65168084000192e+001
4.34510224171557e-003	1.32774303310260e+001	8.65087983489020e+001
4.35511873685554e-003	1.32973567533341e+001	8.65007699677146e+001
4.36515832240151e-003	1.33172828372317e+001	8.64927232151379e+001
4.37522105158237e-003	1.33372085812387e+001	8.64846580497091e+001
4.38530697774971e-003	1.33571339838051e+001	8.64765744300336e+001
4.39541615437810e-003	1.33770590432921e+001	8.64684723144484e+001
4.40554863506538e-003	1.33969837581709e+001	8.64603516613021e+001
4.41570447353297e-003	1.34169081268892e+001	8.64522124287763e+001
4.42588372362611e-003	1.34368321478925e+001	8.64440545750724e+001
4.43608643931417e-003	1.34567558194487e+001	8.64358780582064e+001
4.44631267469093e-003	1.34766791399792e+001	8.64276828361058e+001
4.45656248397488e-003	1.34966021080564e+001	8.64194688667470e+001
4.46683592150948e-003	1.35165247219438e+001	8.64112361078270e+001
4.47713304176347e-003	1.35364469799472e+001	8.64029845170486e+001
4.48745389933117e-003	1.35563688805671e+001	8.63947140520243e+001
4.49779854893272e-003	1.35762904220618e+001	8.63864246702334e+001
4.50816704541445e-003	1.35962116028831e+001	8.63781163291589e+001
4.51855944374907e-003	1.36161324213074e+001	8.63697889860202e+001
4.52897579903605e-003	1.36360528756942e+001	8.63614425981472e+001
4.53941616650187e-003	1.36559729643801e+001	8.63530771226484e+001
4.54988060150033e-003	1.36758926857202e+001	8.63446925165763e+001
4.56036915951280e-003	1.36958120380018e+001	8.63362887368983e+001
4.57088189614859e-003	1.37157310195103e+001	8.63278657404956e+001
4.58141886714517e-003	1.37356496286137e+001	8.63194234841137e+001
4.59198012836852e-003	1.37555678635489e+001	8.63109619244449e+001
4.60256573581340e-003	1.37754857226352e+001	8.63024810180459e+001
4.61317574560363e-003	1.37954032041453e+001	8.62939807215088e+001
4.62381021399244e-003	1.38153203063078e+001	8.62854609911621e+001
4.63446919736272e-003	1.38352370274745e+001	8.62769217833417e+001
4.64515275222733e-003	1.38551533658033e+001	8.62683630542824e+001
4.65586093522942e-003	1.38750693196185e+001	8.62597847600856e+001
4.66659380314272e-003	1.38949848871557e+001	8.62511868567998e+001
4.67735141287182e-003	1.39149000665010e+001	8.62425693003545e+001
4.68813382145248e-003	1.39348148561558e+001	8.62339320466040e+001
4.69894108605199e-003	1.39547292541150e+001	8.62252750513148e+001
4.70977326396936e-003	1.39746432586431e+001	8.62165982700952e+001
4.72063041263574e-003	1.39945568679371e+001	8.62079016585392e+001
4.73151258961463e-003	1.40144700802317e+001	8.61991851721633e+001
4.74241985260228e-003	1.40343828936551e+001	8.61904487662965e+001
4.75335225942788e-003	1.40542953064347e+001	8.61816923961917e+001
4.76430986805399e-003	1.40742073167106e+001	8.61729160171183e+001
4.77529273657674e-003	1.40941189226413e+001	8.61641195840773e+001
4.78630092322621e-003	1.41140301223187e+001	8.61553030520810e+001
4.79733448636672e-003	1.41339409139742e+001	8.61464663760830e+001
